listing_id,brand_slug,brand_name_fa,manufacturer,name,model,trim,year,mileage,mileage_unknown,fuel,transmission,body_status,body_status_ordinal,price,scraped_at,source_url,created_at
52c53ea7e0273e21,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1402,56000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2170000000,2026-08-21 19:46:34.966479,https://bama.ir/car/8c7vohpi,2026-08-21 16:25:50
2d9c4125337cd472,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1402,70000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2120000000,2026-08-21 19:46:34.966479,https://bama.ir/car/viqzt4sn,2026-08-21 16:25:50
aaefc56605409f43,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو ساده,1399,112000.0,0,بنزینی,اتوماتیک,کاپوت رنگ,9,1780000000,2026-08-21 19:46:34.966479,https://bama.ir/car/tzcqej56,2026-08-21 16:25:50
6b25df70fcb226be,dena,دنا,ikco,پلاس EF7,دنا,6 دنده توربو,1402,4300.0,0,بنزینی,دنده ای,بدون رنگ,15,2120000000,2026-08-21 19:46:34.965493,https://bama.ir/car/wnr7quu3,2026-08-21 16:25:50
a32d5e286805339c,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1404,1100.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2720000000,2026-08-21 19:46:34.965493,https://bama.ir/car/y4pyhemk,2026-08-21 16:25:50
e616b1ad7dd6b6ca,dena,دنا,ikco,معمولی,دنا,دنده ای,1399,105000.0,0,بنزینی,دنده ای,بدون رنگ,15,1450000000,2026-08-21 19:46:34.965493,https://bama.ir/car/0oaruhej,2026-08-21 16:25:50
7cfd638950dfc8f8,dena,دنا,ikco,پلاس EF7P,دنا,6 دنده,1405,0.0,0,بنزینی,دنده ای,بدون رنگ,15,2060000000,2026-08-21 19:46:34.965493,https://bama.ir/car/ivp4yfhj,2026-08-21 16:25:50
4c50ee9ca0951234,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1404,16000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2480000000,2026-08-21 19:46:34.965493,https://bama.ir/car/q7qugiad,2026-08-21 16:25:50
f45f015d97d3d919,dena,دنا,ikco,پلاس EF7P,دنا,6 دنده,1403,66000.0,0,بنزینی,دنده ای,بدون رنگ,15,2250000000,2026-08-21 19:46:34.965493,https://bama.ir/car/bhtafzdl,2026-08-21 16:25:50
ae6f1d038028759e,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2790000000,2026-08-21 19:46:34.965493,https://bama.ir/car/4f0qhzsg,2026-08-21 16:25:50
e2cc6acd5ee45f27,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو ساده,1400,136000.0,0,بنزینی,اتوماتیک,خط و خش جزئی,8,1920000000,2026-08-21 19:46:34.965493,https://bama.ir/car/h7wyrgum,2026-08-21 16:25:50
af791a631ca4ec09,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1403,32000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2350000000,2026-08-21 19:46:34.965493,https://bama.ir/car/vi9q5tvu,2026-08-21 16:25:50
9ee761ea5f613ba1,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1402,76000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2120000000,2026-08-21 19:46:34.965493,https://bama.ir/car/p1pdgyti,2026-08-21 16:25:50
f46113161861c4df,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1404,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2600000000,2026-08-21 19:46:34.964487,https://bama.ir/car/bxl2wae8,2026-08-21 16:25:50
8b7e445fee2bfc5b,dena,دنا,ikco,پلاس EF7,دنا,5 دنده توربو,1398,90000.0,0,بنزینی,دنده ای,بدون رنگ,15,1600000000,2026-08-21 19:46:34.964487,https://bama.ir/car/yut2lp5j,2026-08-21 16:25:50
e345dd2662ca2635,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو ساده,1402,45000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2187000000,2026-08-21 19:46:34.964487,https://bama.ir/car/ldtw9jzf,2026-08-21 16:25:50
9d023347604da093,dena,دنا,ikco,پلاس EF7,دنا,6 دنده توربو,1402,36000.0,0,بنزینی,دنده ای,بدون رنگ,15,2170000000,2026-08-21 19:46:32.471086,https://bama.ir/car/cdqp2not,2026-08-21 16:25:50
cff77b4745c7afd2,dena,دنا,ikco,پلاس EF7P,دنا,6 دنده,1404,9500.0,0,بنزینی,دنده ای,بدون رنگ,15,1980000000,2026-08-21 19:46:32.471086,https://bama.ir/car/okaa0qts,2026-08-21 16:25:50
bd24b124d7dbaeda,dena,دنا,ikco,پلاس EF7P,دنا,6 دنده,1405,0.0,0,بنزینی,دنده ای,بدون رنگ,15,1990000000,2026-08-21 19:46:32.470180,https://bama.ir/car/r9swrse3,2026-08-21 16:25:50
bb9beb8b43956b91,dena,دنا,ikco,پلاس EF7P,دنا,6 دنده,1405,0.0,0,بنزینی,دنده ای,بدون رنگ,15,1990000000,2026-08-21 19:46:32.470180,https://bama.ir/car/1lpjoo3a,2026-08-21 16:25:50
2d9782e91e39b919,dena,دنا,ikco,پلاس EF7P,دنا,6 دنده,1405,0.0,0,بنزینی,دنده ای,بدون رنگ,15,2660000000,2026-08-21 19:46:32.470180,https://bama.ir/car/bhsjtjx1,2026-08-21 16:25:50
77e9d7aa6d49d39a,dena,دنا,ikco,پلاس EF7,دنا,5 دنده ساده,1403,35000.0,0,بنزینی,دنده ای,بدون رنگ,15,1800000000,2026-08-21 19:46:32.470180,https://bama.ir/car/vbctytd4,2026-08-21 16:25:50
c6914f4666669d46,dena,دنا,ikco,پلاس EF7,دنا,5 دنده توربو,1400,74000.0,0,بنزینی,دنده ای,بدون رنگ,15,1850000000,2026-08-21 19:46:32.470180,https://bama.ir/car/ihkxxcjj,2026-08-21 16:25:50
60d973eb4e4b1d16,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2660000000,2026-08-21 19:46:32.470180,https://bama.ir/car/cwgijxef,2026-08-21 16:25:50
c00cc5cf998cee5c,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو ساده,1401,118000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,1900000000,2026-08-21 19:46:32.470180,https://bama.ir/car/y6uil1wl,2026-08-21 16:25:50
62bab63f82d9dd5f,dena,دنا,ikco,معمولی,دنا,دنده ای,1398,110000.0,0,بنزینی,دنده ای,بدون رنگ,15,1350000000,2026-08-21 19:46:32.470180,https://bama.ir/car/twcyvzn5,2026-08-21 16:25:50
05a94b63d6cbb020,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1402,65000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2190000128,2026-08-21 19:46:32.470180,https://bama.ir/car/dvk0f4xt,2026-08-21 16:25:50
a6564270ed361e92,dena,دنا,ikco,پلاس EF7,دنا,5 دنده ساده,1399,90000.0,0,بنزینی,دنده ای,بدون رنگ,15,1610000000,2026-08-21 19:46:32.470180,https://bama.ir/car/zx8gqi4j,2026-08-21 16:25:50
ccb9df04f598df60,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو ساده,1401,42000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2230000000,2026-08-21 19:46:32.470180,https://bama.ir/car/mdovhb9j,2026-08-21 16:25:50
cf0043e48968b602,dena,دنا,ikco,پلاس EF7,دنا,5 دنده ساده,1403,37000.0,0,بنزینی,دنده ای,بدون رنگ,15,1850000000,2026-08-21 19:46:32.470180,https://bama.ir/car/d83idwuz,2026-08-21 16:25:50
6dc842429c83e54c,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو ساده,1401,57000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2150000000,2026-08-21 19:46:32.470180,https://bama.ir/car/mi3edfzk,2026-08-21 16:25:50
a070a6838082d414,dena,دنا,ikco,پلاس EF7,دنا,5 دنده ساده,1398,122000.0,0,بنزینی,دنده ای,بدون رنگ,15,1650000000,2026-08-21 19:46:32.470180,https://bama.ir/car/lpttcwcg,2026-08-21 16:25:50
820775150d208580,dena,دنا,ikco,پلاس EF7,دنا,5 دنده ساده,1399,71000.0,0,بنزینی,دنده ای,بدون رنگ,15,1650000000,2026-08-21 19:46:32.470180,https://bama.ir/car/wpwvdfl0,2026-08-21 16:25:50
4442eb46a7dd936c,dena,دنا,ikco,معمولی,دنا,دنده ای,1396,111000.0,0,بنزینی,دنده ای,خط و خش جزئی,8,1380000000,2026-08-21 19:46:32.470180,https://bama.ir/car/dsehwuo3,2026-08-21 16:25:50
7b37dcac407d83c8,dena,دنا,ikco,پلاس EF7P,حواله دنا,6 دنده,1405,0.0,0,بنزینی,دنده ای,بدون رنگ,15,735000000,2026-08-21 19:46:32.470180,https://bama.ir/car/7potepxd,2026-08-21 16:25:50
6727e620e2562dde,dena,دنا,ikco,پلاس EF7P,دنا,6 دنده,1405,0.0,0,بنزینی,دنده ای,بدون رنگ,15,2150000000,2026-08-21 19:46:32.469173,https://bama.ir/car/sy7rvfqt,2026-08-21 16:25:50
37a78e1e9ab0cbe5,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1403,40000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2500000000,2026-08-21 19:46:32.469173,https://bama.ir/car/si4upaee,2026-08-21 16:25:50
8d6d7bf3ad3cd6e7,dena,دنا,ikco,معمولی,دنا,دنده ای,1395,231000.0,0,بنزینی,دنده ای,صافکاری بدون رنگ,6,1280000000,2026-08-21 19:46:32.469173,https://bama.ir/car/prq2zmxb,2026-08-21 16:25:50
f167ad0eb7af5168,dena,دنا,ikco,پلاس EF7,دنا,5 دنده ساده,1397,234000.0,0,بنزینی,دنده ای,دو لکه رنگ,13,1290000000,2026-08-21 19:46:32.469173,https://bama.ir/car/jvp8lhcr,2026-08-21 16:25:50
2fcf811ea9bbe684,dena,دنا,ikco,پلاس EF7,دنا,5 دنده ساده,1396,180000.0,0,بنزینی,دنده ای,دور رنگ,7,1220000000,2026-08-21 19:46:32.469173,https://bama.ir/car/d6hzo48f,2026-08-21 16:25:50
4ded46ef63711ac3,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو ساده,1399,71000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2000000000,2026-08-21 19:46:29.769641,https://bama.ir/car/4qbyoo6k,2026-08-21 16:25:50
ef5e6307ad0e3fc4,dena,دنا,ikco,پلاس EF7,دنا,5 دنده ساده,1397,75000.0,0,بنزینی,دنده ای,بدون رنگ,15,1700000000,2026-08-21 19:46:29.769641,https://bama.ir/car/yqkmbzlb,2026-08-21 16:25:50
54ff3bc85785eff2,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1404,3000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,1000000000,2026-08-21 19:46:29.768661,https://bama.ir/car/fwxea90b,2026-08-21 16:25:50
68d741b0872b23f0,dena,دنا,ikco,پلاس EF7,دنا,6 دنده توربو,1401,93000.0,0,بنزینی,دنده ای,بدون رنگ,15,1940000000,2026-08-21 19:46:29.768661,https://bama.ir/car/onpvlhct,2026-08-21 16:25:50
9e9c20b5f2f04d3f,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1404,29000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2380000000,2026-08-21 19:46:29.768661,https://bama.ir/car/krnc0jtd,2026-08-21 16:25:50
01d1b1a11b5969ca,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1402,66000.0,0,بنزینی,اتوماتیک,یک لکه رنگ,14,2000000000,2026-08-21 19:46:29.768661,https://bama.ir/car/bfk8rae2,2026-08-21 16:25:50
cb069cc63c15f4f6,dena,دنا,ikco,پلاس EF7P,دنا,6 دنده,1405,0.0,0,بنزینی,دنده ای,بدون رنگ,15,2710000000,2026-08-21 19:46:29.768661,https://bama.ir/car/j4dwal2f,2026-08-21 16:25:50
69a87f2801a2b758,dena,دنا,ikco,پلاس EF7,دنا,6 دنده توربو,1401,12000.0,0,بنزینی,دنده ای,بدون رنگ,15,2250000000,2026-08-21 19:46:29.768661,https://bama.ir/car/51v8mzyf,2026-08-21 16:25:50
38904df2873dae77,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو ساده,1402,28600.0,0,بنزینی,اتوماتیک,کاپوت تعویض,4,2100000000,2026-08-21 19:46:29.768661,https://bama.ir/car/ekf7agcv,2026-08-21 16:25:50
97b8b5f191cdcfbf,dena,دنا,ikco,پلاس EF7P,دنا,6 دنده,1403,45000.0,0,بنزینی,دنده ای,خط و خش جزئی,8,2200000000,2026-08-21 19:46:29.768661,https://bama.ir/car/8rtamofs,2026-08-21 16:25:50
5f1b764151bc838f,dena,دنا,ikco,پلاس EF7,دنا,5 دنده ساده,1403,25000.0,0,بنزینی,دنده ای,بدون رنگ,15,1840000000,2026-08-21 19:46:29.768661,https://bama.ir/car/09jqs1li,2026-08-21 16:25:50
d114910eec5ccb00,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1403,25500.0,0,بنزینی,اتوماتیک,بدون رنگ,15,3250000000,2026-08-21 19:46:29.768661,https://bama.ir/car/bwrcsndp,2026-08-21 16:25:50
22d53d2db11a210b,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1404,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2550000000,2026-08-21 19:46:29.768661,https://bama.ir/car/ngpd3z72,2026-08-21 16:25:50
ddb4b297207a88d0,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1404,13000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2580000000,2026-08-21 19:46:29.768661,https://bama.ir/car/pwwzt9ek,2026-08-21 16:25:50
7e89269282a2366b,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1404,50000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2380000000,2026-08-21 19:46:29.768661,https://bama.ir/car/fiomt6xv,2026-08-21 16:25:50
f40ccf7a77029545,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1404,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2640000000,2026-08-21 19:46:29.767657,https://bama.ir/car/1qhmdgcn,2026-08-21 16:25:50
accc981df99aeed4,dena,دنا,ikco,پلاس EF7,دنا,5 دنده ساده,1404,5500.0,0,بنزینی,دنده ای,بدون رنگ,15,2070000000,2026-08-21 19:46:29.767657,https://bama.ir/car/tz2btghi,2026-08-21 16:25:50
2833f35c39f1367e,dena,دنا,ikco,پلاس EF7,دنا,5 دنده ساده,1399,73000.0,0,بنزینی,دنده ای,خط و خش جزئی,8,1450000000,2026-08-21 19:46:29.767657,https://bama.ir/car/fbgzj79t,2026-08-21 16:25:50
3bfd3c5be7d82dc4,dena,دنا,ikco,پلاس EF7,دنا,5 دنده ساده,1399,30000.0,0,بنزینی,دنده ای,دو لکه رنگ,13,1950000000,2026-08-21 19:46:29.767657,https://bama.ir/car/krwenlyp,2026-08-21 16:25:50
df2609628a47deb5,dena,دنا,ikco,پلاس EF7,دنا,6 دنده توربو,1401,72000.0,0,بنزینی,دنده ای,بدون رنگ,15,1880000000,2026-08-21 19:46:29.767657,https://bama.ir/car/fl6gn7yu,2026-08-21 16:25:50
7940bb175c1ffda9,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1402,28000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2150000128,2026-08-21 19:46:29.767657,https://bama.ir/car/exxywgih,2026-08-21 16:25:50
0b952e83db4bb3ff,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو ساده,1401,90000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,1880000000,2026-08-21 19:46:29.767657,https://bama.ir/car/8bcsqkmn,2026-08-21 16:25:50
6d4d1b7317a056bf,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو ساده,1400,23000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2080000000,2026-08-21 19:46:29.767657,https://bama.ir/car/hkf73fdo,2026-08-21 16:25:50
657debc1747b1f68,dena,دنا,ikco,پلاس EF7,دنا,6 دنده توربو,1401,72000.0,0,بنزینی,دنده ای,بدون رنگ,15,1880000000,2026-08-21 19:46:29.767657,https://bama.ir/car/ckjb9oyp,2026-08-21 16:25:50
2c66b3dedf25f0cd,dena,دنا,ikco,پلاس EF7P,دنا,6 دنده,1403,26500.0,0,بنزینی,دنده ای,بدون رنگ,15,1950000000,2026-08-21 19:46:26.515780,https://bama.ir/car/dnmatrgu,2026-08-21 16:25:50
ceaed43a0b9d5780,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2700000000,2026-08-21 19:46:26.515780,https://bama.ir/car/ehuaclvo,2026-08-21 16:25:50
6854679a3ffcd8c5,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2635000000,2026-08-21 19:46:26.515780,https://bama.ir/car/byjlnhuj,2026-08-21 16:25:50
fda9e117934b0d31,dena,دنا,ikco,پلاس EF7,دنا,5 دنده ساده,1404,0.0,0,بنزینی,دنده ای,بدون رنگ,15,2000000000,2026-08-21 19:46:26.514762,https://bama.ir/car/cc7gqrod,2026-08-21 16:25:50
7dc7d127e59b4a8e,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو ساده,1399,62000.0,0,بنزینی,اتوماتیک,صافکاری بدون رنگ,6,1900000000,2026-08-21 19:46:26.514762,https://bama.ir/car/s09xhoav,2026-08-21 16:25:50
dd180254ded17495,dena,دنا,ikco,معمولی,دنا,دنده ای,1399,100000.0,0,بنزینی,دنده ای,بدون رنگ,15,1460000000,2026-08-21 19:46:26.514762,https://bama.ir/car/zvacokn2,2026-08-21 16:25:50
e6e57d40603eaae1,dena,دنا,ikco,معمولی,دنا,دنده ای,1399,0.0,0,بنزینی,دنده ای,بدون رنگ,15,1690000000,2026-08-21 19:46:26.514762,https://bama.ir/car/ai9xok1z,2026-08-21 16:25:50
1d2d1848cf642d8b,dena,دنا,ikco,پلاس EF7,دنا,5 دنده ساده,1401,47000.0,0,بنزینی,دنده ای,بدون رنگ,15,1770000000,2026-08-21 19:46:26.514762,https://bama.ir/car/41hujlwy,2026-08-21 16:25:50
e4ccafd6dd586f43,dena,دنا,ikco,پلاس EF7P,دنا,6 دنده,1405,0.0,0,بنزینی,دنده ای,بدون رنگ,15,2030000000,2026-08-21 19:46:26.514762,https://bama.ir/car/oc9svceg,2026-08-21 16:25:50
c269399c1ad14471,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2173000000,2026-08-21 19:46:26.514762,https://bama.ir/car/6idgencm,2026-08-21 16:25:50
6edbbdad6b609d42,dena,دنا,ikco,پلاس EF7,دنا,6 دنده توربو,1403,60000.0,0,بنزینی,دنده ای,گلگیر رنگ,8,1800000000,2026-08-21 19:46:26.513766,https://bama.ir/car/lur8azop,2026-08-21 16:25:50
14d62ba440cb1330,dena,دنا,ikco,معمولی,دنا,دنده ای,1397,100000.0,0,بنزینی,دنده ای,بدون رنگ,15,1500000000,2026-08-21 19:46:26.513766,https://bama.ir/car/ewg9ynj5,2026-08-21 16:25:50
18379e9f00bd9e08,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو ساده,1400,60500.0,0,بنزینی,اتوماتیک,بدون رنگ,15,1915000000,2026-08-21 19:46:26.513766,https://bama.ir/car/tqdc0oma,2026-08-21 16:25:50
16b7c33a45f35f12,dena,دنا,ikco,پلاس EF7P,دنا,6 دنده,1404,31000.0,0,بنزینی,دنده ای,یک لکه رنگ,14,2000000000,2026-08-21 19:46:26.513766,https://bama.ir/car/2ejsgvyo,2026-08-21 16:25:50
b2ba129c0d416b32,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1403,85000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2230000000,2026-08-21 19:46:26.513766,https://bama.ir/car/r8tijahr,2026-08-21 16:25:50
f60d3df7e0f67683,dena,دنا,ikco,پلاس EF7P,دنا,6 دنده,1404,10500.0,0,بنزینی,دنده ای,بدون رنگ,15,2020000000,2026-08-21 19:46:26.513766,https://bama.ir/car/gcbzl1it,2026-08-21 16:25:50
fd0e753b5d5b46ee,dena,دنا,ikco,معمولی,دنا,دنده ای,1397,95000.0,0,بنزینی,دنده ای,بدون رنگ,15,1400000000,2026-08-21 19:46:26.513766,https://bama.ir/car/saudxeb0,2026-08-21 16:25:50
149b993c573c3089,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو ساده,1401,45000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2000000000,2026-08-21 19:46:26.513766,https://bama.ir/car/gbd645i0,2026-08-21 16:25:50
5612ba62169ffad0,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1403,99000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2250000000,2026-08-21 19:46:26.513766,https://bama.ir/car/hupbuqvz,2026-08-21 16:25:50
bfc2f68f31729f5d,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2720000000,2026-08-21 19:46:26.512764,https://bama.ir/car/rfuny2s5,2026-08-21 16:25:50
d193077d40767952,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1404,26000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2520000000,2026-08-21 19:46:26.512764,https://bama.ir/car/olqpdsja,2026-08-21 16:25:50
1cea1b74bdb088e8,dena,دنا,ikco,پلاس EF7P,دنا,6 دنده,1405,0.0,0,بنزینی,دنده ای,بدون رنگ,15,2105000000,2026-08-21 19:46:26.512764,https://bama.ir/car/zq47h3eu,2026-08-21 16:25:50
3c2c7cfe1afeaba6,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2680000000,2026-08-21 19:46:26.512764,https://bama.ir/car/tazuczrh,2026-08-21 16:25:50
34aadccd2855881c,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1404,26500.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2500000000,2026-08-21 19:46:26.512764,https://bama.ir/car/bcjrpok7,2026-08-21 16:25:50
a6df8a0c0fe5d6c2,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو ساده,1402,64000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2060000000,2026-08-21 19:46:26.512764,https://bama.ir/car/a9ogxo6p,2026-08-21 16:25:50
91a62d820223ee99,dena,دنا,ikco,پلاس EF7P,دنا,6 دنده,1405,0.0,0,بنزینی,دنده ای,بدون رنگ,15,2060000000,2026-08-21 19:46:26.512764,https://bama.ir/car/5n39ynj0,2026-08-21 16:25:50
a3106973dc15d9d5,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2450000000,2026-08-21 19:46:26.512764,https://bama.ir/car/3lxw2hpu,2026-08-21 16:25:50
6ac8b612e5144309,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو ساده,1401,77000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2080000000,2026-08-21 19:46:23.357859,https://bama.ir/car/iqaeb9pp,2026-08-21 16:25:50
c0b2f38cdee78642,dena,دنا,ikco,پلاس EF7,دنا,5 دنده ساده,1399,90000.0,0,بنزینی,دنده ای,بدون رنگ,15,1690000000,2026-08-21 19:46:23.357859,https://bama.ir/car/xwko9u07,2026-08-21 16:25:50
21e75241a1e100bc,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1404,16000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2480000000,2026-08-21 19:46:23.357859,https://bama.ir/car/renoz5sp,2026-08-21 16:25:50
770d0b885d643cb8,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1403,73000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2249999872,2026-08-21 19:46:23.357859,https://bama.ir/car/25whglmb,2026-08-21 16:25:50
d2b623ec374ecb77,dena,دنا,ikco,پلاس EF7,دنا,6 دنده توربو,1401,80000.0,0,بنزینی,دنده ای,یک درب رنگ,11,1820000000,2026-08-21 19:46:23.357859,https://bama.ir/car/jzitpbux,2026-08-21 16:25:50
c456e319f4af5fee,dena,دنا,ikco,پلاس EF7P,دنا,6 دنده,1404,17000.0,0,بنزینی,دنده ای,بدون رنگ,15,1950000000,2026-08-21 19:46:23.357859,https://bama.ir/car/7wplzh6b,2026-08-21 16:25:50
fafccac04dd05f30,dena,دنا,ikco,پلاس EF7P,دنا,6 دنده,1403,35000.0,0,بنزینی,دنده ای,بدون رنگ,15,1930000000,2026-08-21 19:46:23.356860,https://bama.ir/car/oh2qcgvs,2026-08-21 16:25:50
d3fde4605ac6bb52,dena,دنا,ikco,پلاس EF7P,دنا,6 دنده,1404,0.0,0,بنزینی,دنده ای,بدون رنگ,15,2070000000,2026-08-21 19:46:23.356860,https://bama.ir/car/xf42dlhp,2026-08-21 16:25:50
a16fd23363ed39f0,dena,دنا,ikco,پلاس EF7P,دنا,6 دنده,1404,28000.0,0,بنزینی,دنده ای,بدون رنگ,15,2000000000,2026-08-21 19:46:23.356860,https://bama.ir/car/2jo81dfp,2026-08-21 16:25:50
e737a5c79c20c513,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1404,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2700000000,2026-08-21 19:46:23.356860,https://bama.ir/car/mczdmleh,2026-08-21 16:25:50
7a1fa330697bb87c,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو آپشنال,1405,0.0,0,بنزینی,اتوماتیک,بدون رنگ,15,2830000128,2026-08-21 19:46:23.356860,https://bama.ir/car/5mizqdaf,2026-08-21 16:25:50
8fa20610abaed176,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو ساده,1401,70000.0,0,بنزینی,اتوماتیک,بدون رنگ,15,1925000000,2026-08-21 19:46:23.356860,https://bama.ir/car/mni5zlbv,2026-08-21 16:25:50
3c371762cefe23a1,dena,دنا,ikco,پلاس EF7,دنا,5 دنده ساده,1400,63500.0,0,بنزینی,دنده ای,خط و خش جزئی,8,1750000000,2026-08-21 19:46:23.356860,https://bama.ir/car/vi4s78pk,2026-08-21 16:25:50
552005ffd7589630,dena,دنا,ikco,پلاس EF7P,دنا,6 دنده,1404,9000.0,0,بنزینی,دنده ای,بدون رنگ,15,2030000000,2026-08-21 19:46:23.355860,https://bama.ir/car/lxrthnu9,2026-08-21 16:25:50
e2a201e94ac55908,dena,دنا,ikco,پلاس EF7,دنا,اتوماتیک توربو ساده,1401,76000.0,0,بنزینی,اتوماتیک,گلگیر تعویض,3,1900000000,2026-08-21 19:46:23.355860,https://bama.ir/car/devjzy62,2026-08-21 16:25:50
